Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2024-10-24,2262.17,2277.28,2243.43,2245.55,12674903
2024-10-25,2241.19,2253.62,2225.52,2245.25,11524993
2024-10-28,2255.75,2265.19,2233.3,2245.79,10193564
2024-10-29,2259.06,2285.42,2244.93,2284.76,13593103
2024-10-30,2282.48,2282.48,2224.28,2230.54,16811229
2024-10-31,2212.53,2220.68,2199.84,2205.47,20601216
2024-11-04,2218.16,2256.45,2218.16,2252.86,15208497
2024-11-05,2257.59,2257.59,2217.95,2236.48,14711546
2024-11-06,2246.8,2280.04,2236.19,2241.24,19194347
2024-11-07,2254.64,2315.53,2253.77,2310.43,27173484
2024-11-08,2324.6,2324.88,2283.17,2298.3,17439112
2024-11-12,2288.99,2295.6,2254.22,2255.73,24131319
2024-11-13,2254.16,2257.17,2220.82,2232.69,18251548
2024-11-14,2235.69,2247.93,2204.91,2247.93,39806668
2024-11-15,2245.25,2245.25,2188.46,2188.75,20322529
2024-11-18,2193.74,2210.07,2163.92,2184.7,15853919
2024-11-19,2194.03,2197.05,2079.99,2123.35,26883584
2024-11-20,2142.66,2161.14,2127.32,2144.68,14779988
2024-11-21,2155.16,2184.97,2132.4,2178.03,19925681
2024-11-22,2182.92,2197.57,2143.82,2194.06,18250295
2024-11-25,2218.68,2219.72,2196.23,2202.76,25290808
2024-11-26,2196.78,2223.45,2186.63,2199.85,14053108
2024-11-27,2201.95,2204.3,2168.6,2186.69,15675883
2024-11-28,2196.36,2206.69,2179.22,2187.08,12702415
2024-11-29,2185.47,2200.86,2178.52,2191.12,20381901
2024-12-02,2199.22,2249.1,2199.22,2247.36,18004191
2024-12-03,2256.81,2260.48,2228.93,2240.58,26229766
2024-12-04,2249.86,2279.44,2241.53,2268.14,22714670
2024-12-05,2276.07,2314.91,2269.96,2310.78,17570311
2024-12-06,2315.01,2328.67,2304.38,2310,15453064
2024-12-09,2318.08,2329.15,2301.44,2315.74,17086215
2024-12-10,2307.77,2321.76,2288.34,2317.3,24529761
2024-12-11,2310.31,2310.31,2291.95,2296.1,17948081
2024-12-12,2303.42,2303.42,2263.43,2276.69,21728373
2024-12-13,2279.16,2288.08,2266.93,2273.12,21212005
2024-12-16,2276.48,2282.58,2255.45,2270.66,18984238
2024-12-17,2267.39,2269.65,2209.54,2211.89,25588466
2024-12-18,2216.33,2235.6,2209.71,2226.58,21717793
2024-12-19,2201.1,2227.86,2196.85,2225.51,27362416
2024-12-20,2217.49,2219,2179.88,2200.39,37604945
2024-12-23,2217.4,2227.77,2201.05,2202.17,16626488
2024-12-27,2205.98,2207.75,2186.66,2204.19,9790987
2024-12-30,2194.05,2209.88,2185.44,2192.01,11032199
2025-01-02,2207.38,2230.38,2199.58,2227.13,14420850
2025-01-03,2229.21,2250.3,2222.18,2237.57,12356806
2025-01-07,2259.84,2278.51,2251.48,2257.67,20130568
2025-01-08,2250.6,2257.84,2216.58,2229.48,20099799
2025-01-09,2232.99,2247.94,2220,2247.94,15599897
2025-01-10,2247.64,2266.35,2240.98,2257.16,15565939
2025-01-13,2249.24,2249.24,2213.97,2221.3,15081823
2025-01-14,2232.2,2249.32,2223.15,2238.04,15138146
2025-01-15,2244.22,2286.16,2234.99,2285.51,14610765
2025-01-16,2298.24,2298.39,2272.31,2278.58,19185427
2025-01-17,2287.64,2313.82,2283.7,2307.26,18688809
2025-01-20,2313.77,2333.57,2301.94,2324.8,15690703
2025-01-21,2319.54,2333.1,2313.43,2332.87,13241184
2025-01-22,2335.97,2372.99,2335.97,2362.75,20570522
2025-01-23,2358.06,2368.39,2349.11,2363.24,14818199
2025-01-24,2368.91,2386.41,2366.64,2378.78,13780449
2025-01-27,2345.04,2376.4,2341.41,2376.4,15928401
2025-01-28,2378.07,2400.75,2374.02,2399.02,17664157
2025-01-29,2406.37,2413.6,2396.69,2398.68,12054519
2025-01-30,2410.49,2441.79,2409.18,2441.23,18475399
2025-01-31,2444.63,2444.81,2428.87,2433.77,17997794
2025-02-03,2368.3,2396.47,2368.3,2390.37,16492232
2025-02-04,2401.32,2416.11,2387.06,2414.96,13962038
2025-02-05,2414.78,2426.76,2380.36,2394.72,15851128
2025-02-06,2419.44,2460.45,2411.06,2460.45,18350627
2025-02-07,2467.53,2497.37,2462.51,2488.16,17634917
2025-02-10,2490.69,2515.39,2484.87,2507.54,19422590
2025-02-11,2505.9,2539.54,2499.12,2535.24,15490447
2025-02-12,2540.45,2577.52,2539.45,2568.72,24426833
2025-02-13,2588.58,2612.05,2579.2,2594.92,24458238
2025-02-14,2594.1,2603.79,2565.59,2575.77,20764480
2025-02-17,2574.55,2610.75,2564.13,2596.79,14563699
2025-02-18,2612.52,2675.7,2610.54,2671.05,27410785
2025-02-19,2681.55,2694.82,2619.2,2634.88,29273617
2025-02-20,2625.46,2635.34,2609.21,2613.76,22614010
2025-02-21,2613.83,2637.62,2612.7,2618.17,18807041
2025-02-24,2619.17,2619.17,2550.89,2555.74,19220246
2025-02-25,2545.89,2589.82,2545.89,2572.05,23188230
2025-02-26,2591.88,2620.35,2591.88,2620.35,28903084
2025-02-27,2620.31,2632.75,2585.19,2590.06,27869234
2025-02-28,2560.46,2590.08,2556.49,2579.52,41535717
2025-03-03,2572.09,2608.14,2546.72,2601.65,20957773
2025-03-04,2561.98,2567.84,2499.54,2499.54,25627532
2025-03-05,2552.17,2593.13,2552.17,2591.79,24539541
2025-03-06,2602.03,2639.94,2593.58,2638.92,27673599
2025-03-07,2622.4,2650.01,2611.4,2642.59,23316573
2025-03-10,2639.39,2639.39,2571.15,2589.87,20222794
2025-03-11,2599.9,2626.1,2570.78,2584.04,22429666
2025-03-12,2606.16,2630.38,2606.15,2626.79,26646131
2025-03-13,2631.14,2691.37,2631.14,2683.05,39834799
2025-03-14,2689.25,2764.34,2675.64,2754.38,37025865
2025-03-17,2761.47,2783.2,2752.48,2777.61,25535648
2025-03-18,2792.96,2827.92,2783.31,2799.02,25945573
2025-03-19,2782.47,2798.6,2767.15,2779.33,28699401
2025-03-20,2782,2782.62,2728.11,2753.23,25278808
2025-03-21,2738.76,2754.69,2706.24,2725.07,55595115
2025-03-24,2758.25,2769.24,2740.97,2767.76,22151784
2025-03-25,2774.97,2806.71,2758.92,2800.29,27680254
2025-03-26,2797.22,2804.1,2754.91,2769.17,26187839
2025-03-27,2756.51,2791.7,2735.88,2780.04,20395768
2025-03-28,2762.11,2776.12,2741.31,2747.7,21523499
